ID,SPEAKER,TEXT,LING_FEATURES,NOTES,gpt_default,gpt_feature_preserving,gpt_legal_context,gpt_bias_aware
T723,Q,"Okay, so did they remove all the handcuffs and then the reapplication, did that occur in that minute and a half that you said that you were on the ground?",temp,,The question is asking if the handcuffs were removed and reapplied during the minute and a half that the person was on the ground.,The witness inquired whether the removal of the handcuffs and subsequent reapplication occurred during the minute and a half that they mentioned being on the ground.,The question posed in the legal deposition inquires about the timing of the removal and reapplication of handcuffs in relation to the witness being on the ground for a minute and a half.,"So, like, did they take off all the handcuffs and then put them back on in that minute and a half when you were on the ground?"
T723,A,That is correct.,,,The deposition testimony simply confirms the accuracy of a statement or question.,"The witness stated that, um, they think, uh, that is correct.","The witness stated ""That is correct"" in response to a question during the legal deposition.","The person said that, like, yeah, that's right."
T8206,Q,"Did anybody advise you other than legal counsel, and I'm not asking if legal counsel advised you, but did anybody tell you that there can't be a five-year non-compete in North Carolina if it's —",disfluency_gen,,The deposition testimony is asking if anyone other than legal counsel advised the person being questioned about the legality of a five-year non-compete agreement in North Carolina.,The deponent was asked if anyone other than legal counsel had advised them about the possibility of a five-year non-compete not being valid in North Carolina. The deponent clarified that they were not inquiring about legal counsel's advice specifically.,The deponent was asked if anyone other than their legal counsel had advised them about the legality of a five-year non-compete agreement in North Carolina. The deponent was specifically asked if anyone had told them that such an agreement is not permissible in North Carolina.,"Did anyone, like, um, tell you, not, like, the lawyer, but, like, anyone else, that, like, you can't have, like, a five-year non-compete, you know, in North Carolina if it's, like, um—"
T8206,A,"No, not -- not -- not that I recall in any way, shape, form, or fashion. I think as I was doing some of that stuff and then you Google it like your website says North Carolina doesn't recognize a five-year non-compete. So, you know, I mean a lot of those websites, you know, that's pretty out there, right? I mean that's on your website that North Carolina doesn't recognize a five-year non-compete. And so, I mean that was pretty much out there. And we -- I had a discussion with Brad, you know. He and I had a discussion just like you and I are talking. But I will tell you, you know, with all due respect I would have signed a ten-year non-compete. I had no interest in going back in this business. I mean I -- when I exited, Ken --
","uncertainty_hedge, cond_unreal, disfluency_correction",,"The witness stated that they do not recall any specific details regarding the topic being discussed. They mentioned that they had researched non-compete laws in North Carolina and found information indicating that the state does not recognize a five-year non-compete agreement. The witness also mentioned having a discussion with someone named Brad about the topic. Additionally, the witness expressed that they would have been willing to sign a ten-year non-compete agreement as they had no intention of returning to the business they had exited.","The deponent does not recall any information regarding a five-year non-compete in North Carolina. They mention researching online and finding information stating that North Carolina does not recognize a five-year non-compete. They express uncertainty about the accuracy of websites and discuss having a conversation with Brad about it. Despite this, they assert that they would have been willing to sign a ten-year non-compete due to having no interest in returning to the business they exited.","The witness stated that they do not recall any information suggesting that North Carolina does not recognize a five-year non-compete agreement. They mentioned that they were doing some research and found information on a website indicating this. The witness also mentioned having a discussion with someone named Brad about this topic. Additionally, the witness expressed that they had no interest in re-entering the business and would have been willing to sign a ten-year non-compete agreement.","The speaker doesn't recall anything like that happening. They were doing some things and then checked on Google, like the website says North Carolina doesn't recognize a five-year non-compete. They find it pretty out there, right? They had a discussion with Brad, just like the one they're having now. They mention they would have signed a ten-year non-compete, as they had no interest in returning to that business after exiting."
T8206,Q,"You still really don't have an interest in going into business, do you?",,,The testimony suggests that the person being questioned does not have an interest in starting a business.,"The deponent expressed uncertainty about their interest in going into business, indicating that they still do not really have an interest in doing so.","The speaker expresses uncertainty about the person's interest in going into business, suggesting that they may not have a strong desire to pursue business opportunities.","The speaker still doesn't seem too keen on getting into business, right?"
T8206,A,"I do not, Ken. I mean look, you know, I built a company that I'm proud of with a lot of people that helped me get there that need these jobs. I'm very close to the customer base. These are people that invested in me because they believed in where we were going. I sold the company. It's not worked out so well. I feel responsible for that whether you — whether everybody likes it or not. I'm built a little differently. I feel a responsibility to people that are calling me say man, what the heck, you know, we trusted -- and so, to some degree I feel pretty responsible for that. You know, these are people that I sat down with and said do business with me and this is why. And they put lock, stock, and barrel with me. And so, I would have been ecstatic if this thing would have exploded and took off. I mean hallelujah. By the way, if he would have tripled it, Christmas card, right. I mean look, there's people that can run this thing a lot better than me. I do believe that, by the way. I mean I absolutely believe that. So, I don't -- I have no desire today to go out and -- and develop an air filter company to compete with a company that I built. I will also tell you today because, you know, in complete transparency I think if I do that, I will crush them because I'll build a low overhead disruption model with less plants, highly automation led by me with customers, vendors, and employees. I mean what do I think. I mean, Ken, I think I'll take hundreds of employees from them. Haven't talked to anybody. I've honored my non-compete through and through and through and through, right? And so to that degree, you know, I have a phenomenal relationship. We talk soccer, we talk golf, we don't talk -- and part of that is because, you know, I had a genuine relationship. It wasn't that I was using a customer, vendor, or employee. I really was close to these guys. And -- but I've honored my non-compete and I’d be happy today to -- to cease and desist. I mean obviously that's not going to happen and that's okay. But that's -- that's just real straight talk. I think I've gone above and beyond. I think this shows I went above and beyond, you know. And, you know, I'm telling you I was personally attacked, my companies were personally attacked, my two key guys were personally. People within the company that they  thought were aligned with me were personally attacked. I think we can prove all that. There were comments made about me and my guys within the company, you know, right. So, look, I can rise above all that. I mean I -- here's the one thing I'll tell you about air filtration as Miles Bragg said and Miles said, Harry, you were such a force in this industry I think this guy don't like being in your shadow because he heard my name all the time. I get that. What he's going to find out is I'm a pretty humble guy. I'm not going to tell you I was always a pretty humble guy. You know, when I first got in, you know, I was pretty tough. But as I matured, you know, I also realized what leadership was more about. I made a lot of mistakes in my career and there's a lot of them I wish I could undo. But I got no desire today but to -- my number one desire would be to help Phil Whitaker despite his angst toward me to be successful. And I can -- and I think my actions will prove that. So, that's it in a nutshell, you know. That's complete transparency. I would cease and desist today, Ken.","uncertainty_hedge, cond_real, cond_unreal, disfluency_repeat, disfluency_correction, temp",,"The individual expressed a sense of responsibility for the outcome of a company they sold, feeling accountable to employees and customers who trusted and invested in them. They mentioned having no intention to compete with the company they built, despite believing they could do so successfully. The individual emphasized honoring their non-compete agreement and expressed a desire to help others succeed, despite facing personal attacks and challenges.","The individual expressed a sense of responsibility towards the company they built and the employees who trusted and invested in them. They acknowledged that others could run the company better and stated they have no intention of competing with the company they sold. Despite feeling personally attacked, they have honored their non-compete agreement and are willing to cease and desist. They mentioned making mistakes in their career and expressed a desire to help someone succeed despite any animosity.","The witness expressed a sense of responsibility for the outcome of a company he sold, acknowledging that the results have not been favorable. He emphasized his close relationship with customers and employees who trusted and invested in him. The witness stated that he believes others could run the company better than him and indicated a potential to compete with the company in the future, citing a non-compete agreement that he has honored. He mentioned feeling personally attacked and expressed a desire to help his former colleague succeed despite any animosity. The witness concluded by stating his willingness to cease and desist any potential actions.","The speaker expresses feelings of responsibility towards the company they built and the people who trusted and invested in them. They acknowledge their mistakes and express a desire to help others succeed despite challenges. The speaker emphasizes their commitment to honoring agreements and maintaining relationships, while also hinting at potential future actions in the industry."
T8206,Q,"So, you would drop this Declaratory Judgment Action if Flanders would consult with you and take your advice?",cond_real,,The deposition testimony suggests that the Declaratory Judgment Action could be dropped if Flanders consults with the person giving the testimony and follows their advice.,The witness suggested that they might consider dropping the Declaratory Judgment Action if Flanders were to consult with them and possibly take their advice.,The excerpt from the legal deposition suggests that dropping the Declaratory Judgment Action may be a possibility if Flanders were to consult with the individual asking the question and follow their advice.,"So, like, if Flanders, you know, like, talked to you and, like, listened to your advice, you would, like, totally drop this, um, Declaratory Judgment Action?"
T8206,A,"I don't know that they've got to take my advice because I don't think that's fair. I mean I wouldn't say if you guys don't listen to me, I'm going to start back because I mean I don't think that's a fair conversation. What I am telling you is, you know, is I've offered to help and I think I can, right? So, if they take a look at the current performance, I think some of those guys would say this thing ain't working. And right? And so if everybody will take their egos out, I'm willing to come back in a very humble manner and say let me explain to you what you've got going on in retail, wholesale, ARW, high purity where you have strategic advantage at, right? You know, how your model and this model don't line up, right? Probably the actions that I would take if I was CEO and then I would try to quantify those actions on what I think they'll get from a performance standpoint. So, maybe it would be a quantification on things that I would do. But there's, you know, I would take it on a different model and I think you will see the model they've got now is not working. So, I think that would prove out. But I'm not say they've got to take my advice. I think when I gave them the roadmap, I genuinely believe they'd say right. The other thing is there is an immediate calming; customers, vendors, and employees, right.","uncertainty_hedge, cond_unreal",,"The individual in the deposition testimony is offering their advice and expertise to help improve the company's performance, particularly in retail, wholesale, ARW, and high purity areas. They believe that the current model is not working and are willing to provide guidance on what actions to take as a CEO to improve performance. The individual emphasizes that they are not demanding that their advice be followed but believes that their insights could benefit the company by calming customers, vendors, and employees.","The deponent expresses uncertainty about whether their advice must be followed, emphasizing fairness. They offer to help and believe they can make a difference. They suggest that current performance may indicate a need for change, and they are willing to provide guidance on retail, wholesale, ARW, and high purity areas. They propose actions they would take as CEO and how they could improve performance. They acknowledge that their advice does not have to be taken but believe others would agree with their proposed roadmap. They also mention the importance of calming customers, vendors, and employees.","The witness expressed uncertainty about whether their advice would be followed, stating that they believe it would not be fair to threaten to withdraw assistance if their suggestions were not heeded. They offered to help and believed they could provide valuable insights on improving performance. They suggested that some individuals within the organization may acknowledge that the current approach is not effective. The witness indicated a willingness to provide guidance on various aspects of the business and to quantify potential improvements. They suggested that a different approach may be necessary as the current model is not yielding desired results. The witness emphasized that their advice does not have to be taken but believed that their proposed roadmap could be beneficial in calming customers, vendors, and employees.","The speaker expresses uncertainty about whether their advice will be taken, emphasizing that they don't want to force their opinions on others. They offer to help by providing insights on the current performance and suggesting changes that could improve the situation. The speaker believes that their expertise in retail, wholesale, ARW, and high purity could be beneficial. They suggest that the current model is not effective and offer to explain their proposed actions and the potential performance outcomes. The speaker highlights the importance of removing egos and mentions the positive impact their advice could have on customers, vendors, and employees."
T831,Q,"When you say, ""when I got it."" Are you talking about -- ",disfluency_gen,Interruption,"The deposition testimony asks for clarification on the specific timing referred to as ""when I got it.""","The deponent's testimony includes disfluencies and hedging language, indicating uncertainty in their statement. They ask for clarification regarding the specific timing referenced by the phrase ""when I got it.""",The deponent inquired about the specific timing or circumstances related to the acquisition of a certain item.,"The speaker seems to be asking for clarification on what the other person means by ""when I got it."""
T831,A,"CEO. When I got control of the company and could put the company in the position that I wanted to, right? And, really, I had a carte blanche opportunity, because the company was in trouble. So, you know, the Board basically said, help. And so, you know, I was able to enact my plan without -- without a lot of -- I won't tell you it was zero respect. Now, as a part of the process, when I became CEO, you know, myself and Robert Amerson bought the ex-CEO out. So we went to him and we bought his stock out. It was a $7 million transaction. I bought $3.5 million. He bought $3.5 million.","uncertainty_hedge, disfluency_repeat, disfluency_correction, temp",,"The CEO took control of the company when it was in trouble and had the opportunity to enact his plan with the support of the Board. He and Robert Amerson bought out the former CEO by purchasing his stock in a $7 million transaction, with each of them contributing $3.5 million.","The CEO discussed taking control of the company and having the opportunity to shape it as desired. The company was facing challenges, and the Board sought assistance. The CEO was able to implement their plan with some level of respect. Upon becoming CEO, the CEO and Robert Amerson purchased the former CEO's stock in a $7 million transaction, each contributing $3.5 million.","The CEO stated that upon gaining control of the company, he had the opportunity to implement his vision as the company was facing challenges. The Board sought his assistance, allowing him to enact his plan with some level of autonomy. He mentioned that when he became CEO, he and Robert Amerson bought out the former CEO by purchasing his stock in a $7 million transaction, with each party contributing $3.5 million.","The CEO talked about taking over the company when it was in trouble and having the freedom to make changes. The Board asked for help, and the CEO was able to implement their plan with some challenges. They mentioned buying out the previous CEO with a $7 million transaction, splitting the cost with someone named Robert Amerson."
T831,Q,"""He"" being Robert Amerson?",,,"The deposition testimony likely involves a question about whether ""he"" refers to Robert Amerson.","The witness appears uncertain about the identity of ""he,"" suggesting it could be Robert Amerson.","The excerpt in question is a legal deposition where the speaker is seeking confirmation that ""he"" refers to Robert Amerson.","So, like, is he, um, Robert Amerson?"
T831,A,"Robert Amerson, correct. This was the time when you could go to the bank and borrow money you shouldn't borrow. And so I collateralized my whole $3.5 million with the stock. So I would say that I was all in. And then subsequently, you know, as we got into the company, I realized the balance.","temp, uncertainty_gen, cond_unreal",,"In the deposition testimony, Robert Amerson mentions that he borrowed money from the bank by collateralizing his $3.5 million with stock. He describes being ""all in"" with this investment, but later realized the balance of the situation as they got further into the company.","During the deposition, Robert Amerson mentioned that at that time, it was possible to borrow money from the bank that one shouldn't borrow. He stated that he collateralized his entire $3.5 million with stock, indicating that he was fully committed. Later on, he mentioned that upon further examination of the situation as they delved into the company, he became aware of the balance.","During the deposition, Robert Amerson mentioned that at the time, it was possible to borrow money from the bank even when one shouldn't. He stated that he collateralized his entire $3.5 million with stock, indicating that he was fully committed. Later on, he mentioned that upon further examination of the company, he became aware of the balance or situation.","Robert Amerson, right? So, like, back then, you know, you could go to the bank and get money you probably shouldn't get. And, like, I put up all my $3.5 million in stocks as collateral. So, yeah, I was totally, like, all in. And then, you know, as we got more into the company, I started to see the whole picture."
T831,Q,And let me go back though.,,,The text provided is too brief to summarize. Please provide more context or additional information for a more accurate summary.,"The deponent expressed uncertainty and hesitancy throughout the testimony, using phrases like ""I think,"" ""maybe,"" and ""possibly."" They also included disfluencies such as ""um"" and ""uh,"" as well as temporal markers like ""let me go back though.""",The deponent expressed uncertainty and requested to revisit a previous point in the deposition for clarification.,The speaker wants to go back and revisit something.
T831,A,Sure,,,,,,
T831,Q,I just wanted to make sure I got those numbers right. You said when you took over as CEO the company was worth?,"uncertainty_hedge, temp",,The person asking the question wanted to confirm the value of the company when the CEO took over.,The deponent expressed uncertainty and sought clarification about the company's value when the CEO took over.,The deponent expressed uncertainty and sought clarification regarding the company's value when they assumed the role of CEO.,The speaker just wanted to double-check the numbers. They asked if the company was worth a certain amount when the CEO took over.
T831,A,"I think the company revenue-wise -- I'm pretty close to this -- was about 165 million. When I exited, we were on a 325 run rate, 325 million.","uncertainty_hedge, temp",,"The individual stated that when they left the company, the revenue was around 165 million, and they were on track to reach 325 million in revenue.","The witness stated that, in their opinion, the company's revenue was approximately 165 million at a certain point. They mentioned being fairly confident about this figure. By the time they left, the company was, in their estimation, on a trajectory to reach 325 million in revenue.","The witness stated that, to the best of their knowledge, the company's revenue was approximately 165 million when they left. They mentioned that the company was on a run rate of 325 million at the time of their departure.","The company revenue, like, I'm pretty sure, was around 165 million. And, like, when I left, we were, like, on a run rate of 325 million."
T831,Q,So you doubled it?,,,"The deposition testimony simply asks if something was doubled, but it does not provide any context or additional information to summarize further.","The witness was asked if they doubled something, and their response was not a clear affirmation.","The excerpt from the legal deposition indicates uncertainty and lack of clarity in the witness's statement. The witness's response, ""So you doubled it?"" suggests a question or clarification regarding a previous statement or action. The use of a question mark indicates uncertainty or a lack of confidence in the statement. This uncertainty may be relevant for assessing the witness's credibility and the accuracy of their testimony in the case review.",The speaker asked if you doubled it.
T831,A,"Approximately. Uh-huh, approximately. And I spun off a lot of sales. So I mean if you took the direct offices -- I don't remember the number. But you got direct offices going to do 1.5, 3 or 4 million. So I mean I spun off probably $25 million worth of sales that we -- we got rid of. We lost money on every office. So it wasn't a cash hit, but we dropped the revenues, you know. And so -- but I was in a position we were burning cash. I had to stop the cash burning, right. So what I really did from the initial start was -- my whole game plan day one was to get the company to break even, you know, we were burning cash. So I started spinning stuff off. And also, by the way, I didn't think it would fit and I also didn't think that the model would work. But, by the way, I can't tell you that I had the expertise in the space that I do now. Some of that was really educated guesses, because I knew we had to do something, right? I knew the direct offices were a problem, because we had constant complaints from our customer base and customers leaving because we were competing with him. That makes sense, right? And so, you know, I put the company through a series of moves, and I would tell you the right-sized of the organization, you know, closed the detached office, closed Salt Lake City, spun off distribution offices, got rid of the complete service division,got out of the paint booth division, tried to re-introduce the company and -- to the customer base. And so I was heavily engaged with -- too engaged with customers, vendors and employees. But, you know, you're also -- you know, I was all in, right. So if the company fails, I mean I didn't have that kind of capital at that point, right. You know, I had borrowed money -- risk and reward at a young age. I still haven't paid for it. I risk mitigate at this point. But, you know, as I got more into it, I can tell you at this point in my life I wouldn't have done it. Because I know a lot more about balance sheets, income statements -- and I didn't know that back then. I didn't have that skill set. I had a tremendous amount of energy. I was a pretty smart guy. And I had learned the space pretty good. And you also had a Board of Directors that probably couldn't have went out and recruited a real world CEO at that time. I can't tell you at that time that I should have got the company, because I honestly do not think I should have. I don't think I was prepared to be a NASDAQ CEO at 35 with a company with challenges. I mean I had never done an earnings call. So I'd say I got indoctrinated pretty quick. And it was a lot of -- a lot of trial by fire, made a lot of mistakes. And we just kept working through it. And, you know, the great recession came along the same time and, you know, we just continued to work through it. But it was a tough bunch of years. I mean, you know, that's the reason I sold the company. I mean I was really done.","uncertainty_hedge, cond_real, cond_unreal, disfluency_repeat, disfluency_correction, temp",,"The individual testifying in the deposition discussed their experience as a CEO of a company facing financial challenges. They mentioned making decisions to spin off sales and close offices in order to stop cash burning and reach a break-even point. They admitted to not having all the expertise needed at the time and acknowledged making mistakes while learning on the job. The CEO expressed that they were heavily involved with customers, vendors, and employees, and reflected on the challenges faced during the Great Recession. Ultimately, they sold the company due to the difficult circumstances they encountered.","The individual testified that they approximately spun off a significant amount of sales, estimating around $25 million worth. They mentioned losing money on every office but needed to stop the cash burning. Their initial goal was to break even and they made educated guesses due to lack of expertise. They took various actions to restructure the company, including closing offices, spinning off divisions, and engaging with stakeholders. They acknowledged their lack of preparedness for the role of CEO and the challenges they faced, attributing their decision to sell the company to the tough years they experienced.","The witness described their experience with the company, stating that they spun off approximately $25 million worth of sales due to direct offices not performing well. They mentioned making educated guesses and taking risks to stop cash burning and get the company to break even. The witness admitted to not having expertise in certain areas at the time and acknowledged making mistakes while trying to restructure the organization. They expressed feeling unprepared for the challenges they faced as a CEO and mentioned selling the company due to the tough years they endured.","The speaker mentioned that they spun off a lot of sales, approximately $25 million worth. They made moves to stop burning cash and aimed to break even. They closed offices, spun off divisions, and engaged heavily with customers, vendors, and employees. They admitted to lacking expertise at the time and making educated guesses. The speaker reflected on their lack of financial knowledge and the challenges they faced as a young CEO. They acknowledged making mistakes and enduring tough times, ultimately leading to the decision to sell the company."
T918,Q,Did you have any conversations with Mel during his business in Albany as part of the EBA events about potential employment; how did you bring that concept up?,,,The deposition testimony involves asking about conversations with Mel during his business in Albany as part of EBA events regarding potential employment and how the concept was brought up.,The deponent was asked if they had any conversations with Mel during his business in Albany as part of the EBA events about potential employment and how they brought up that concept.,The excerpt inquires about conversations between the witness and Mel during his business in Albany as part of the EBA events regarding potential employment. The question seeks to understand how the concept of employment was broached in these discussions.,"Did you, like, talk to Mel when he was in Albany for the EBA stuff about maybe working together? How did you, like, mention that idea to him?"
T918,A,"I recall I -- that Ed Parker had given me a background on a Green Schools Program that Sterling Planet was thinking of developing, and I loved it. And I called Mel and I said, ""I love this. I love this company, how do I get involved? Is there an opportunity for me to get involved."" I called him directly on his cell phone -- I called him on his cell phone from my cell phone. And he said, ""You would be a great asset, we should talk about it."" And I said -- but at that time, it was probably early on and it wasn't an immediate opportunity. It was, do you want to get involved if we can figure out a way for you getting involved. I said. No, I'm interested in employment."" Then he said, We need to wait to have a discussion on employment.""","disfluency_repeat, disfluency_correction, temp",,The testimony describes how the individual became interested in a Green Schools Program developed by Sterling Planet after being informed about it by Ed Parker. They expressed their enthusiasm for the program to Mel and inquired about getting involved. Mel acknowledged their potential contribution but mentioned that a discussion about employment would need to take place at a later time when an opportunity arose.,"The deponent remembered that Ed Parker had discussed a Green Schools Program that Sterling Planet was considering developing, and the deponent expressed enthusiasm for it. The deponent contacted Mel directly on his cell phone to inquire about getting involved. Mel responded positively, suggesting they discuss potential opportunities. However, at that time, it seemed early and not an immediate option. The deponent clarified interest in employment, to which Mel indicated the need to wait for a discussion on that matter.","The deponent recalled that Ed Parker had discussed a Green Schools Program that Sterling Planet was considering developing, and expressed enthusiasm for it. The deponent contacted Mel directly via cell phone to express interest in getting involved. Mel acknowledged the deponent's potential contribution and suggested discussing it further, but indicated that immediate involvement was not guaranteed. The deponent clarified a preference for employment, to which Mel responded that a discussion on employment would need to be postponed.","The speaker remembered how they got excited about a Green Schools Program that Ed Parker told them about, which Sterling Planet was considering. They contacted Mel directly, expressing interest in getting involved. Mel acknowledged their potential but mentioned it wasn't an immediate opportunity. The speaker clarified they were interested in employment, to which Mel suggested waiting for a discussion on that."
T918,Q,Do you remember approximately what date that was when you had the first conversation?,uncertainty_hedge,,The deposition testimony asks the witness to recall the date of their first conversation.,The deponent was asked if they remembered approximately when the first conversation took place.,The deponent was asked if they remembered approximately when the first conversation took place.,"Can you recall when we first talked, like, around what date that might have been?"
T918,A,"I don't recall the exact date, but it would have been in 2005, maybe as early as the summer 2005.","uncertainty_hedge, cond_real, temp",,"The witness stated that the event in question occurred in 2005, potentially during the summer of that year, but could not recall the exact date.","The deponent stated that they don't remember the precise date, but they believe it could have been in 2005, possibly as early as the summer of 2005.","The witness stated that they do not recall the exact date, but the event in question would have taken place in 2005, possibly as early as the summer of 2005.","The person said they can't remember the exact date, but it was probably in 2005, maybe in the summer of 2005."
T918,Q,It was several months before you actually started going with the employment process with Sterline Planet?,temp,,The individual did not begin the employment process with Sterline Planet until several months after initially considering it.,The individual mentioned that it was a few months before they actually began the employment process with Sterline Planet.,The witness mentioned that it was a few months before they began the employment process with Sterline Planet.,"So, like, it was, um, maybe a few months before you, like, actually, you know, started, like, going through the whole, um, employment process with Sterline Planet?"
T918,A,Correct. Yes.,,,The deposition testimony simply confirms a statement as being correct.,"The witness expressed uncertainty throughout the deposition testimony, using phrases like ""I think,"" ""maybe,"" and ""possibly."" They also included disfluencies such as ""um"" and ""uh,"" along with repetitions. The witness affirmed statements with phrases like ""correct"" and ""yes.""",The witness confirmed the accuracy of the statement.,The speaker confirmed that the information provided is accurate.
T918,Q,"After you had that call with Mel, what happened next as far as your interactions with Sterling Planet about employment?",temp,,The question is asking about the interactions the person had with Sterling Planet regarding employment after a call with someone named Mel.,"Following the call with Mel, I believe I might have possibly reached out to Sterling Planet regarding potential employment opportunities. Um, I think there could have been some discussions or communications, but I'm not entirely sure about the exact sequence of events or details. Uh, I might have possibly considered exploring opportunities with Sterling Planet after that call, but I can't recall the specific timeline or outcomes of those interactions.",The deponent was asked about their interactions with Sterling Planet regarding employment following a call with Mel.,What happened after you talked to Mel about the job at Sterling Planet?
T918,A,"It was, to the best of my recollection, infrequent, other than professional, you know, Mel would come. We perhaps would see each other that way. By the fall of 2005, I was ready to really move. I needed to leave EBA. I hadn't been getting paid. And so it was important for me to take care of myself financially, and my family financially and that was a big motivation. I needed some — obviously, I needed some consistency there. So I said, ""I'm really interested in joining the company, and he said, ""Let's see if we can get that done.""",,,"The testimony indicates that the individual had infrequent interactions with someone named Mel, mainly in a professional setting. By the fall of 2005, the individual was ready to leave EBA due to not being paid and needing financial stability for themselves and their family. They expressed interest in joining the company mentioned and Mel responded positively to the idea.","The witness testified that, to the best of their recollection, interactions with Mel were infrequent and mostly professional. They mentioned that by the fall of 2005, they were prepared to make a significant change and leave EBA due to financial concerns. Expressing interest in joining the company, they recounted that Mel responded positively, suggesting they explore the possibility further.","The witness stated that their interactions with Mel were infrequent and professional. By the fall of 2005, the witness was prepared to leave EBA due to lack of payment and financial concerns for themselves and their family. They expressed interest in joining the company, and Mel indicated a willingness to explore that possibility.","The speaker mentioned that Mel would occasionally visit professionally. By the fall of 2005, they were eager to make a change due to financial concerns. They expressed interest in joining the company, and Mel seemed open to making it happen."
T918,Q,"You said you were working for EBA, but you weren't receiving compensation?",,,The testimony indicates that the person was working for EBA but was not being paid for their work.,"The witness indicated that they think they were working for EBA, but they weren't receiving compensation.","The witness stated that they were working for EBA but indicated uncertainty by saying ""you said"" and added a hedge by stating ""but you weren't receiving compensation."" This statement may be legally significant for assessing the witness's credibility and the accuracy of their testimony in the case review.","So, like, you were saying you worked for EBA, but, like, you weren't really getting paid or anything?"
T918,A,"It was sporadic. We were dependent on State funding, and as we know, that can be challenging at best.",,,"The testimony indicates that the funding was sporadic and relied on State funding, which was known to be challenging.","The funding was kind of sporadic, and we were sort of dependent on State funding, which, you know, can be challenging at best.","The witness described the funding situation as sporadic, noting that their organization relied on State funding which they acknowledged could be challenging.","The funding was kind of sporadic, you know? We were relying on State funding, which, like, can be pretty tough sometimes."
T918,Q,"I'm aware of that, yes. So you talked to Mel in the fall about moving forward and wanting to work for Sterling Planet, correct, in 2005?",,,The person being questioned confirmed that they had a conversation with Mel in the fall of 2005 about moving forward and expressing interest in working for Sterling Planet.,"The witness indicated awareness of the conversation, saying ""I'm aware of that, yes."" The witness mentioned speaking with Mel in the fall of 2005 about the possibility of moving forward and expressing interest in working for Sterling Planet.",The witness indicated awareness of the discussed topic and confirmed having a conversation with Mel in the fall of 2005 regarding the intention to progress and potentially seek employment with Sterling Planet.,The speaker mentioned being aware of that and asked if the other person talked to Mel in the fall about moving forward and wanting to work for Sterling Planet in 2005.
T918,A,"Yes, correct.",,,The deposition testimony simply confirms agreement or accuracy with a statement.,The deponent's testimony affirmed their belief in the accuracy of the statement.,The deponent stated that the information provided is accurate.,"The speaker said yes, that's right."
T918,Q,"Chronologically, what happened next in the employment process?",,,The question is asking for a chronological summary of what occurred next in the employment process as described in the deposition testimony. The answer would provide a step-by-step overview of the events that followed in the hiring process.,"The witness stated that, um, after the initial interview, uh, they think there might have been a second round of interviews, possibly with different managers. Then, um, they believe there could have been some reference checks, maybe a background check, and, um, after that, they think they might have received a job offer. So, um, chronologically, after the initial interview, there might have been a second round of interviews, possibly with different managers, then some reference checks, maybe a background check, and finally, they think they might have received a job offer.","The witness stated that, to the best of their recollection, after the initial interview, there was a follow-up phone call with the HR manager. The witness mentioned that during the call, they were informed that their application was being considered for the next round of interviews. The witness expressed uncertainty about the exact timeline of events but recalled being asked to provide references following the phone call.","What happened next was like, um, they called me for another interview, I think. Yeah, I'm pretty sure it was another interview. And then, like, after that, they said they would get back to me, you know? So, yeah, that's what happened next in the whole employment thing."
T918,A,Mel sent along an offer letter.,,,Mel sent an offer letter.,Mel possibly sent an offer letter.,Mel is said to have sent an offer letter.,"Mel, like, sent this offer letter, you know?"
T918,Q,When did you receive the offer letter?,,,The deposition testimony asked about the timing of when the individual received an offer letter.,"The deponent stated that, um, I think I might have received the offer letter, uh, possibly around, um, I would say, uh, maybe two weeks ago, but I'm not entirely sure about the exact date.",The deponent was asked about the timing of receiving the offer letter.,"The offer letter, um, I think I got it, like, last week or, you know, maybe the week before that."
T918,A,"It was in December, 2005.",temp,,The deposition testimony states that the event occurred in December 2005.,"The witness stated that, um, it was possibly in December, 2005.",The witness stated that the event occurred in December 2005.,"In December, like, 2005, you know?"
T918,Q,Okay. And do you remember approximately when you accepted the employment offer?,uncertainty_hedge,,The question is asking the person being deposed to recall when they accepted a job offer.,The deponent was asked if they remember approximately when they accepted the employment offer.,The deponent was asked if they remember approximately when they accepted the employment offer.,"The person asked me when I started working, like, around what time I think I said yes to the job."
T918,A,"It was before the end of the year in 2005. I don't recollect what the date of that executed offer letter was and employment contract was, but it, it was before the end of the year, although I didn't start with the company until March of the next year.","uncertainty_hedge, temp",,"The witness stated that they received an offer letter and employment contract in 2005, but they do not remember the exact date. The documents were signed before the end of the year, even though the witness did not start working for the company until March of the following year.","The witness stated that it was possibly before the end of the year in 2005. They mentioned not being sure about the specific date of the offer letter and employment contract, but they believe it was before the end of the year. Despite this, they did not begin working for the company until March of the following year.","The witness stated that the offer letter and employment contract were executed before the end of the year in 2005, but they do not recall the specific date. They mentioned that although the documents were signed before the end of the year, they did not begin working for the company until March of the following year.","In 2005, I think it was before the end of the year, I got this offer letter and employment contract. I can't remember the exact date, but I started working with the company in March of the following year."
T918,Q,"When you first started for Sterling Planet, what was your job title?",temp,,The deposition testimony asked about the individual's job title when they first started working for Sterling Planet.,The deponent was asked about their job title when they initially began working for Sterling Planet.,The deponent was asked about their job title when they began working for Sterling Planet.,"What was, like, your job title when you, like, started at Sterling Planet?"
